id_transaksi,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,durasi_sewa,total_biaya,id_barang,jenis_barang,harga_sewa,stok,jumlah_disewa,tersedia
TRX-2023-01023,Yanto Santoso,TV Panasonic 55 inch,2023-10-31,2023-11-02,2,1030474,B008,TV,538000,8,1,6
TRX-2023-01024,Rina Saputra,Proyektor Epson 6000 Lumens,2025-10-14,2025-10-21,7,6501640,B001,Proyektor,992000,15,1,9
TRX-2023-01025,Budi Sari,Screen 3x4,2025-10-15,2025-10-17,2,769696,B003,Screen,398000,8,1,4
TRX-2023-01026,Rina Kusuma,TV Panasonic 43 inch,2024-07-05,2024-07-08,3,813633,B004,TV,296000,12,1,0
TRX-2023-01027,Maya Santoso,TV Panasonic 55 inch,2024-11-23,2024-11-26,3,1536597,B008,TV,560000,8,1,8
TRX-2023-01028,Lia Pratama,TV Panasonic 65 inch,2024-03-09,2024-03-14,5,3370293,B010,TV,693000,6,1,0
TRX-2023-01029,Budi Lestari,TV LG 55 inch,2025-09-25,2025-09-27,2,1055202,B009,TV,552000,8,1,3
TRX-2023-01030,Joko Putri,TV Panasonic 55 inch,2025-06-10,2025-06-13,3,1574801,B008,TV,540000,8,1,4
TRX-2023-01031,Hadi Kusuma,TV Panasonic 43 inch,2024-03-14,2024-03-16,2,606384,B004,TV,307000,12,1,11
TRX-2023-01032,Hadi Ramadhan,Screen 3x4,2025-10-14,2025-10-18,4,1669744,B003,Screen,419000,8,1,5
TRX-2023-01033,Dewi Pratama,TV Panasonic 43 inch,2025-09-10,2025-09-15,5,1406811,B004,TV,296000,12,1,12
TRX-2023-01034,Hadi Putri,TV LG 65 inch,2025-07-02,2025-07-03,1,660872,B011,TV,703000,6,1,4
TRX-2023-01035,Rian Pratama,TV Panasonic 65 inch,2025-02-08,2025-02-11,3,1887629,B010,TV,679000,6,1,1
TRX-2023-01036,Budi Hidayat,TV LG 55 inch,2025-04-10,2025-04-16,6,3069663,B009,TV,527000,8,1,1
TRX-2023-01037,Rian Putri,Proyektor Epson 6000 Lumens,2025-05-10,2025-05-16,6,5692068,B001,Proyektor,990000,15,1,10
TRX-2023-01038,Budi Saputra,Proyektor Epson 6000 Lumens,2025-01-04,2025-01-10,6,6086460,B001,Proyektor,1023000,15,1,14
TRX-2023-01039,Joko Wijaya,Screen 2x3,2024-08-28,2024-09-02,5,1459349,B002,Screen,311000,10,1,1
TRX-2023-01040,Doni Kusuma,Screen 2x3,2025-05-17,2025-05-19,2,599198,B002,Screen,315000,10,1,10
TRX-2023-01041,Eka Hidayat,TV Panasonic 50 inch,2024-11-05,2024-11-06,1,405064,B006,TV,432000,10,1,1
TRX-2023-01042,Siti Saputra,TV Panasonic 50 inch,2025-08-06,2025-08-10,4,1653202,B006,TV,439000,10,1,4
TRX-2023-01043,Rian Sari,Proyektor Epson 6000 Lumens,2024-08-14,2024-08-18,4,3864897,B001,Proyektor,1015000,15,1,2
TRX-2023-01044,Hadi Hidayat,TV LG 55 inch,2025-08-14,2025-08-16,2,1115149,B009,TV,576000,8,1,5
TRX-2023-01045,Siska Ramadhan,TV Panasonic 50 inch,2024-08-12,2024-08-19,7,3138305,B006,TV,469000,10,1,0
TRX-2023-01046,Rina Hidayat,Screen 3x4,2023-03-31,2023-04-02,2,790092,B003,Screen,411000,8,1,2
TRX-2023-01047,Lia Pratama,TV LG 65 inch,2023-05-03,2023-05-09,6,4125069,B011,TV,709000,6,1,2
TRX-2023-01048,Andi Saputra,TV Panasonic 65 inch,2024-02-04,2024-02-08,4,2797834,B010,TV,708000,6,1,0
TRX-2023-01049,Budi Saputra,Proyektor Epson 6000 Lumens,2024-06-19,2024-06-23,4,3808475,B001,Proyektor,991000,15,1,8
TRX-2023-01050,Joko Kusuma,TV LG 43 inch,2024-01-26,2024-02-02,7,1910689,B005,TV,292000,12,1,2
TRX-2023-01051,Rina Saputra,Screen 2x3,2023-05-04,2023-05-09,5,1355505,B002,Screen,301000,10,1,5
TRX-2023-01052,Maya Ramadhan,TV LG 65 inch,2025-10-06,2025-10-12,6,3914483,B011,TV,719000,6,1,0
TRX-2023-01053,Rina Saputra,TV LG 43 inch,2024-01-15,2024-01-20,5,1454355,B005,TV,309000,12,1,3
TRX-2023-01054,Lia Hidayat,TV LG 55 inch,2023-07-01,2023-07-05,4,2049877,B009,TV,542000,8,1,1
TRX-2023-01055,Budi Ramadhan,Screen 2x3,2024-08-14,2024-08-20,6,1571990,B002,Screen,290000,10,1,1
TRX-2023-01056,Andi Ramadhan,Screen 2x3,2024-04-15,2024-04-16,1,276939,B002,Screen,303000,10,1,3
TRX-2023-01057,Budi Putri,Screen 3x4,2025-05-19,2025-05-20,1,388216,B003,Screen,395000,8,1,3
TRX-2023-01058,Rina Pratama,TV LG 43 inch,2023-11-22,2023-11-26,4,1143500,B005,TV,286000,12,1,8
TRX-2023-01059,Budi Hidayat,TV LG 65 inch,2025-06-11,2025-06-17,6,3810444,B011,TV,669000,6,1,4
TRX-2023-01060,Agus Pratama,TV Panasonic 50 inch,2025-06-04,2025-06-11,7,3094031,B006,TV,471000,10,1,7
TRX-2023-01061,Maya Kusuma,TV Panasonic 65 inch,2023-10-16,2023-10-20,4,2702913,B010,TV,718000,6,1,2
TRX-2023-01062,Siti Kusuma,TV LG 43 inch,2023-06-24,2023-07-01,7,1929386,B005,TV,303000,12,1,5
TRX-2023-01063,Eka Saputra,TV LG 55 inch,2023-05-05,2023-05-11,6,2967143,B009,TV,535000,8,1,8
TRX-2023-01064,Siti Putri,TV Panasonic 43 inch,2023-04-12,2023-04-15,3,836956,B004,TV,307000,12,1,12
TRX-2023-01065,Rian Saputra,TV LG 43 inch,2023-01-09,2023-01-12,3,848636,B005,TV,306000,12,1,1
TRX-2023-01066,Doni Hidayat,TV LG 55 inch,2025-03-29,2025-04-05,7,3897485,B009,TV,559000,8,1,6
TRX-2023-01067,Doni Santoso,Screen 2x3,2023-02-05,2023-02-12,7,2023828,B002,Screen,309000,10,1,0
TRX-2023-01068,Siska Ramadhan,Screen 2x3,2024-06-01,2024-06-03,2,535929,B002,Screen,294000,10,1,5
TRX-2023-01069,Joko Ramadhan,TV Panasonic 50 inch,2023-10-18,2023-10-21,3,1395018,B006,TV,467000,10,1,8
TRX-2023-01070,Agus Putri,TV Panasonic 50 inch,2023-11-07,2023-11-14,7,3005583,B006,TV,470000,10,1,4
TRX-2023-01071,Eka Saputra,TV Panasonic 43 inch,2023-05-18,2023-05-19,1,276144,B004,TV,292000,12,1,5
TRX-2023-01072,Dewi Sari,TV Panasonic 55 inch,2025-01-08,2025-01-09,1,504659,B008,TV,553000,8,1,8
TRX-2023-01073,Siska Ramadhan,TV LG 55 inch,2025-03-26,2025-03-28,2,1040520,B009,TV,531000,8,1,7
TRX-2023-01074,Dewi Sari,TV Panasonic 55 inch,2023-02-28,2023-03-05,5,2643736,B008,TV,531000,8,1,6
TRX-2023-01075,Dewi Pratama,TV LG 55 inch,2023-08-28,2023-08-31,3,1548011,B009,TV,551000,8,1,0
TRX-2023-01076,Rian Santoso,TV LG 43 inch,2023-09-14,2023-09-18,4,1155692,B005,TV,294000,12,1,3
TRX-2023-01077,Siti Santoso,TV LG 43 inch,2025-03-02,2025-03-06,4,1099536,B005,TV,304000,12,1,4
TRX-2023-01078,Rian Sari,TV LG 43 inch,2024-03-27,2024-04-01,5,1456966,B005,TV,294000,12,1,12
TRX-2023-01079,Joko Hidayat,TV LG 65 inch,2025-02-17,2025-02-19,2,1302748,B011,TV,675000,6,1,2
TRX-2023-01080,Agus Lestari,TV LG 43 inch,2025-09-15,2025-09-21,6,1809011,B005,TV,308000,12,1,8
TRX-2023-01081,Doni Pratama,Proyektor Epson 6000 Lumens,2023-07-21,2023-07-24,3,3051297,B001,Proyektor,1026000,15,1,7
TRX-2023-01082,Agus Pratama,Screen 2x3,2025-09-21,2025-09-28,7,1908230,B002,Screen,297000,10,1,3
TRX-2023-01083,Doni Pratama,TV Panasonic 43 inch,2024-08-12,2024-08-18,6,1679752,B004,TV,293000,12,1,10
TRX-2023-01084,Doni Putri,Proyektor Epson 6000 Lumens,2025-05-31,2025-06-04,4,3996920,B001,Proyektor,1008000,15,1,14
TRX-2023-01085,Doni Saputra,TV LG 55 inch,2025-02-18,2025-02-21,3,1630182,B009,TV,557000,8,1,4
TRX-2023-01086,Rina Ramadhan,TV Panasonic 43 inch,2025-08-12,2025-08-18,6,1636092,B004,TV,289000,12,1,9
TRX-2023-01087,Yanto Wijaya,Proyektor Epson 6000 Lumens,2023-11-10,2023-11-12,2,1889675,B001,Proyektor,976000,15,1,8
TRX-2023-01088,Rian Kusuma,Proyektor Epson 6000 Lumens,2023-04-22,2023-04-28,6,5884679,B001,Proyektor,1013000,15,1,7
TRX-2023-01089,Dewi Santoso,TV LG 55 inch,2025-04-01,2025-04-07,6,3235361,B009,TV,550000,8,1,8
TRX-2023-01090,Doni Wijaya,TV LG 50 inch,2023-07-19,2023-07-20,1,410480,B007,TV,447000,10,1,6
TRX-2023-01091,Yanto Saputra,Proyektor Epson 6000 Lumens,2023-08-22,2023-08-26,4,3778747,B001,Proyektor,990000,15,1,4
TRX-2023-01092,Eka Santoso,TV LG 75 inch,2025-05-07,2025-05-14,7,8682997,B013,TV,1253000,4,1,0
TRX-2023-01093,Joko Santoso,TV Panasonic 43 inch,2024-11-09,2024-11-15,6,1857622,B004,TV,311000,12,1,8
TRX-2023-01094,Hadi Lestari,Proyektor Epson 6000 Lumens,2025-07-02,2025-07-06,4,3913147,B001,Proyektor,1004000,15,1,3
TRX-2023-01095,Siti Pratama,Screen 2x3,2025-03-18,2025-03-23,5,1390235,B002,Screen,286000,10,1,1
TRX-2023-01096,Maya Saputra,Screen 2x3,2024-06-13,2024-06-16,3,917954,B002,Screen,307000,10,1,9
TRX-2023-01097,Agus Putri,Proyektor Epson 6000 Lumens,2024-08-16,2024-08-18,2,1804402,B001,Proyektor,990000,15,1,8
TRX-2023-01098,Lia Santoso,Screen 2x3,2023-12-18,2023-12-22,4,1222654,B002,Screen,315000,10,1,3
TRX-2023-01099,Andi Ramadhan,TV Panasonic 50 inch,2023-08-09,2023-08-14,5,2046827,B006,TV,430000,10,1,6
TRX-2023-01100,Doni Putri,Screen 3x4,2023-04-16,2023-04-22,6,2343671,B003,Screen,412000,8,1,7
TRX-2023-01101,Eka Ramadhan,TV Panasonic 50 inch,2025-01-20,2025-01-21,1,419432,B006,TV,440000,10,1,0
TRX-2023-01102,Rina Kusuma,Proyektor Epson 6000 Lumens,2024-02-04,2024-02-06,2,1989070,B001,Proyektor,1046000,15,1,9
TRX-2023-01103,Joko Pratama,TV LG 43 inch,2023-03-13,2023-03-17,4,1139478,B005,TV,311000,12,1,12
TRX-2023-01104,Joko Wijaya,TV LG 55 inch,2024-11-30,2024-12-06,6,3084907,B009,TV,571000,8,1,2
TRX-2023-01105,Lia Santoso,TV LG 43 inch,2025-11-15,2025-11-17,2,515474,B005,TV,286000,12,1,0
TRX-2023-01106,Andi Santoso,TV LG 65 inch,2025-08-30,2025-09-06,7,4855808,B011,TV,726000,6,1,0
TRX-2023-01107,Maya Wijaya,TV Panasonic 50 inch,2025-09-17,2025-09-22,5,2076311,B006,TV,432000,10,1,4
TRX-2023-01108,Rian Hidayat,Screen 3x4,2023-12-11,2023-12-13,2,763935,B003,Screen,386000,8,1,1
TRX-2023-01109,Lia Lestari,TV LG 65 inch,2024-01-12,2024-01-14,2,1267957,B011,TV,700000,6,1,1
TRX-2023-01110,Maya Putri,Proyektor Epson 6000 Lumens,2023-12-14,2023-12-21,7,6754400,B001,Proyektor,987000,15,1,9
TRX-2023-01111,Budi Ramadhan,TV Panasonic 50 inch,2024-06-16,2024-06-23,7,3062875,B006,TV,440000,10,1,1
TRX-2023-01112,Agus Lestari,TV LG 55 inch,2025-04-17,2025-04-21,4,2002656,B009,TV,533000,8,1,5
TRX-2023-01113,Yanto Sari,TV LG 55 inch,2025-07-12,2025-07-15,3,1599468,B009,TV,550000,8,1,3
TRX-2023-01114,Doni Kusuma,Proyektor Epson 6000 Lumens,2025-03-27,2025-03-29,2,2070599,B001,Proyektor,1046000,15,1,2
TRX-2023-01115,Eka Santoso,TV Panasonic 43 inch,2025-09-13,2025-09-19,6,1802131,B004,TV,315000,12,1,8
TRX-2023-01116,Eka Pratama,TV Panasonic 65 inch,2025-09-07,2025-09-14,7,4689502,B010,TV,725000,6,1,0
TRX-2023-01117,Rian Putri,Proyektor Epson 6000 Lumens,2024-03-31,2024-04-04,4,3849429,B001,Proyektor,1006000,15,1,4
TRX-2023-01118,Siti Lestari,TV LG 55 inch,2025-06-06,2025-06-12,6,3180317,B009,TV,535000,8,1,6
TRX-2023-01119,Yanto Saputra,TV LG 55 inch,2025-07-03,2025-07-04,1,481534,B009,TV,524000,8,1,4
TRX-2023-01120,Agus Lestari,TV LG 75 inch,2025-10-25,2025-10-30,5,5765703,B013,TV,1161000,4,1,0
TRX-2023-01121,Siska Lestari,Proyektor Epson 6000 Lumens,2023-10-01,2023-10-03,2,1976356,B001,Proyektor,1036000,15,1,14
TRX-2023-01122,Rian Kusuma,TV LG 43 inch,2024-08-20,2024-08-23,3,900684,B005,TV,302000,12,1,4
TRX-2023-01123,Joko Pratama,TV Panasonic 65 inch,2025-01-09,2025-01-12,3,2100988,B010,TV,708000,6,1,0
TRX-2023-01124,Agus Ramadhan,TV LG 43 inch,2025-01-05,2025-01-07,2,549463,B005,TV,291000,12,1,11
TRX-2023-01125,Siti Sari,Proyektor Epson 6000 Lumens,2025-02-26,2025-03-01,3,2754127,B001,Proyektor,965000,15,1,0
TRX-2023-01126,Siti Ramadhan,TV LG 50 inch,2024-04-11,2024-04-16,5,2333272,B007,TV,472000,10,1,7
TRX-2023-01127,Yanto Pratama,Screen 2x3,2023-06-13,2023-06-18,5,1503796,B002,Screen,302000,10,1,8
TRX-2023-01128,Andi Hidayat,Screen 2x3,2025-05-08,2025-05-10,2,575209,B002,Screen,304000,10,1,8
TRX-2023-01129,Maya Wijaya,Screen 2x3,2025-10-02,2025-10-05,3,814540,B002,Screen,288000,10,1,1
TRX-2023-01130,Yanto Ramadhan,TV Panasonic 50 inch,2023-12-30,2023-12-31,1,422312,B006,TV,442000,10,1,4
TRX-2023-01131,Lia Saputra,TV LG 75 inch,2024-02-26,2024-03-01,4,4983634,B013,TV,1260000,4,1,2
TRX-2023-01132,Hadi Wijaya,TV Panasonic 55 inch,2024-08-07,2024-08-10,3,1575955,B008,TV,551000,8,1,8
TRX-2023-01133,Maya Hidayat,Screen 2x3,2024-07-29,2024-07-30,1,306684,B002,Screen,313000,10,1,10
TRX-2023-01134,Eka Pratama,TV LG 43 inch,2025-05-29,2025-06-02,4,1183519,B005,TV,315000,12,1,9
TRX-2023-01135,Rina Hidayat,Proyektor Epson 6000 Lumens,2024-05-07,2024-05-10,3,2844570,B001,Proyektor,1044000,15,1,10
TRX-2023-01136,Rina Putri,TV LG 50 inch,2025-12-03,2025-12-09,6,2581217,B007,TV,441000,10,1,6
TRX-2023-01137,Siti Santoso,TV LG 55 inch,2023-10-28,2023-11-02,5,2745285,B009,TV,559000,8,1,5
TRX-2023-01138,Eka Wijaya,TV LG 50 inch,2025-06-19,2025-06-20,1,413724,B007,TV,455000,10,1,8
TRX-2023-01139,Yanto Sari,TV LG 50 inch,2023-01-14,2023-01-20,6,2627066,B007,TV,450000,10,1,4
TRX-2023-01140,Budi Pratama,Proyektor Epson 6000 Lumens,2023-12-28,2024-01-01,4,3842754,B001,Proyektor,988000,15,1,11
TRX-2023-01141,Siti Ramadhan,TV LG 55 inch,2023-07-20,2023-07-24,4,2142834,B009,TV,538000,8,1,7
TRX-2023-01142,Rian Sari,TV LG 50 inch,2024-10-16,2024-10-20,4,1843009,B007,TV,465000,10,1,9
TRX-2023-01143,Eka Kusuma,TV LG 65 inch,2024-04-12,2024-04-17,5,3425980,B011,TV,696000,6,1,3
TRX-2023-01144,Yanto Lestari,TV Panasonic 43 inch,2025-04-01,2025-04-06,5,1349460,B004,TV,299000,12,1,0
TRX-2023-01145,Yanto Sari,Screen 2x3,2023-03-14,2023-03-19,5,1447124,B002,Screen,293000,10,1,8
TRX-2023-01146,Hadi Wijaya,TV Panasonic 65 inch,2024-07-24,2024-07-31,7,4621162,B010,TV,723000,6,1,5
TRX-2023-01147,Dewi Hidayat,TV LG 75 inch,2024-02-27,2024-03-03,5,5968054,B013,TV,1247000,4,1,3
TRX-2023-01148,Maya Ramadhan,Screen 2x3,2025-02-07,2025-02-11,4,1136968,B002,Screen,308000,10,1,7
TRX-2023-01149,Siska Hidayat,Screen 3x4,2023-05-20,2023-05-25,5,1773401,B003,Screen,380000,8,1,7
TRX-2023-01150,Rina Kusuma,Screen 2x3,2024-03-24,2024-03-28,4,1181132,B002,Screen,313000,10,1,2
TRX-2023-01151,Agus Saputra,Proyektor Epson 6000 Lumens,2024-10-14,2024-10-20,6,5302290,B001,Proyektor,957000,15,1,6
TRX-2023-01152,Rian Pratama,TV Panasonic 50 inch,2023-02-06,2023-02-12,6,2475525,B006,TV,453000,10,1,10
TRX-2023-01153,Siska Sari,TV LG 50 inch,2025-04-21,2025-04-28,7,2992511,B007,TV,430000,10,1,4
TRX-2023-01154,Doni Kusuma,TV Panasonic 75 inch,2023-02-26,2023-03-01,3,3491382,B012,TV,1217000,4,1,1
TRX-2023-01155,Yanto Lestari,Screen 3x4,2025-10-25,2025-10-27,2,789479,B003,Screen,413000,8,1,0
TRX-2023-01156,Dewi Saputra,Screen 2x3,2025-03-19,2025-03-21,2,567139,B002,Screen,306000,10,1,0
TRX-2023-01157,Dewi Wijaya,Screen 2x3,2023-04-13,2023-04-17,4,1116199,B002,Screen,299000,10,1,8
TRX-2023-01158,Yanto Wijaya,TV LG 43 inch,2025-04-09,2025-04-13,4,1152380,B005,TV,306000,12,1,9
TRX-2023-01159,Rina Pratama,Screen 2x3,2024-08-26,2024-08-28,2,604327,B002,Screen,309000,10,1,2
TRX-2023-01160,Agus Ramadhan,Proyektor Epson 6000 Lumens,2024-01-04,2024-01-10,6,5749963,B001,Proyektor,995000,15,1,15
TRX-2023-01161,Rian Wijaya,TV Panasonic 43 inch,2024-07-16,2024-07-20,4,1208533,B004,TV,306000,12,1,10
TRX-2023-01162,Lia Lestari,TV Panasonic 65 inch,2025-02-11,2025-02-13,2,1454759,B010,TV,730000,6,1,2
TRX-2023-01163,Maya Kusuma,TV Panasonic 43 inch,2025-02-28,2025-03-02,2,569504,B004,TV,295000,12,1,3
TRX-2023-01164,Rian Lestari,TV LG 65 inch,2024-09-27,2024-10-04,7,4475976,B011,TV,695000,6,1,6
TRX-2023-01165,Lia Sari,TV LG 65 inch,2024-02-27,2024-03-01,3,1904599,B011,TV,684000,6,1,3
TRX-2023-01166,Rian Saputra,TV Panasonic 50 inch,2025-03-03,2025-03-08,5,1969665,B006,TV,435000,10,1,4
TRX-2023-01167,Lia Saputra,Proyektor Epson 6000 Lumens,2023-04-16,2023-04-18,2,2051769,B001,Proyektor,1045000,15,1,3
TRX-2023-01168,Yanto Hidayat,TV Panasonic 65 inch,2024-07-03,2024-07-09,6,4343557,B010,TV,732000,6,1,2
TRX-2023-01169,Budi Lestari,TV LG 65 inch,2024-08-24,2024-08-27,3,1990754,B011,TV,702000,6,1,6
TRX-2023-01170,Agus Ramadhan,TV Panasonic 50 inch,2025-09-16,2025-09-18,2,835220,B006,TV,461000,10,1,8
TRX-2023-01171,Budi Kusuma,TV Panasonic 50 inch,2025-08-19,2025-08-23,4,1671081,B006,TV,455000,10,1,7
TRX-2023-01172,Rina Hidayat,Screen 2x3,2023-03-18,2023-03-24,6,1635446,B002,Screen,292000,10,1,1
TRX-2023-01173,Siti Ramadhan,TV Panasonic 65 inch,2024-12-19,2024-12-26,7,4301646,B010,TV,678000,6,1,0
TRX-2023-01174,Agus Putri,TV LG 43 inch,2025-12-22,2025-12-25,3,848484,B005,TV,292000,12,1,5
TRX-2023-01175,Siti Sari,TV LG 50 inch,2025-10-31,2025-11-05,5,2237192,B007,TV,468000,10,1,1
TRX-2023-01176,Lia Santoso,Screen 2x3,2024-06-09,2024-06-15,6,1661037,B002,Screen,306000,10,1,1
TRX-2023-01177,Eka Kusuma,TV Panasonic 55 inch,2023-07-28,2023-07-31,3,1638873,B008,TV,576000,8,1,5
TRX-2023-01178,Maya Hidayat,Proyektor Epson 6000 Lumens,2025-01-06,2025-01-11,5,4761289,B001,Proyektor,1041000,15,1,3
TRX-2023-01179,Siska Putri,TV LG 43 inch,2024-11-23,2024-11-29,6,1736464,B005,TV,298000,12,1,5
TRX-2023-01180,Dewi Kusuma,TV Panasonic 43 inch,2024-03-21,2024-03-24,3,815497,B004,TV,288000,12,1,11
TRX-2023-01181,Dewi Hidayat,TV LG 43 inch,2023-11-22,2023-11-24,2,572890,B005,TV,295000,12,1,5
TRX-2023-01182,Yanto Saputra,TV LG 55 inch,2023-07-25,2023-07-26,1,574222,B009,TV,577000,8,1,0
TRX-2023-01183,Siska Santoso,TV LG 50 inch,2023-08-03,2023-08-04,1,421204,B007,TV,442000,10,1,8
TRX-2023-01184,Lia Sari,TV Panasonic 65 inch,2023-06-05,2023-06-08,3,1847652,B010,TV,679000,6,1,4
TRX-2023-01185,Siti Wijaya,TV Panasonic 50 inch,2024-07-07,2024-07-11,4,1760154,B006,TV,470000,10,1,5
TRX-2023-01186,Joko Santoso,Proyektor Epson 6000 Lumens,2024-06-09,2024-06-16,7,6391703,B001,Proyektor,953000,15,1,10
TRX-2023-01187,Siti Pratama,Proyektor Epson 6000 Lumens,2025-03-27,2025-04-03,7,6835520,B001,Proyektor,993000,15,1,11
TRX-2023-01188,Dewi Kusuma,TV Panasonic 43 inch,2023-09-22,2023-09-29,7,1970831,B004,TV,308000,12,1,2
TRX-2023-01189,Eka Santoso,TV LG 50 inch,2025-12-04,2025-12-09,5,2128644,B007,TV,441000,10,1,4
TRX-2023-01190,Eka Saputra,TV LG 50 inch,2023-09-03,2023-09-08,5,2060815,B007,TV,432000,10,1,0
TRX-2023-01191,Yanto Kusuma,TV LG 65 inch,2023-05-08,2023-05-11,3,1958941,B011,TV,687000,6,1,3
TRX-2023-01192,Rian Pratama,TV Panasonic 75 inch,2023-03-06,2023-03-12,6,7078273,B012,TV,1183000,4,1,1
TRX-2023-01193,Rina Putri,Proyektor Epson 6000 Lumens,2024-06-29,2024-07-06,7,6735774,B001,Proyektor,1031000,15,1,2
TRX-2023-01194,Lia Lestari,TV LG 75 inch,2024-05-14,2024-05-17,3,3342862,B013,TV,1206000,4,1,2
TRX-2023-01195,Doni Saputra,Proyektor Epson 6000 Lumens,2025-10-01,2025-10-03,2,1932785,B001,Proyektor,1023000,15,1,10
TRX-2023-01196,Rina Kusuma,TV Panasonic 43 inch,2023-06-15,2023-06-16,1,285173,B004,TV,288000,12,1,10
TRX-2023-01197,Siska Saputra,TV LG 55 inch,2023-09-15,2023-09-22,7,3707947,B009,TV,533000,8,1,2
TRX-2023-01198,Yanto Lestari,Proyektor Epson 6000 Lumens,2024-05-25,2024-05-27,2,1922124,B001,Proyektor,1043000,15,1,10
TRX-2023-01199,Budi Pratama,TV LG 50 inch,2023-12-01,2023-12-08,7,2973984,B007,TV,453000,10,1,2
TRX-2023-01200,Doni Saputra,Screen 3x4,2025-12-06,2025-12-12,6,2359570,B003,Screen,395000,8,1,3
TRX-2023-01201,Agus Lestari,TV LG 65 inch,2025-10-13,2025-10-18,5,3472755,B011,TV,716000,6,1,1
TRX-2023-01202,Doni Ramadhan,TV LG 55 inch,2024-03-29,2024-04-03,5,2660222,B009,TV,577000,8,1,3
TRX-2023-01203,Rian Lestari,Screen 3x4,2025-04-29,2025-05-03,4,1572810,B003,Screen,413000,8,1,5
TRX-2023-01204,Siti Saputra,Proyektor Epson 6000 Lumens,2025-10-13,2025-10-19,6,5496708,B001,Proyektor,963000,15,1,0
TRX-2023-01205,Andi Putri,TV LG 43 inch,2025-03-08,2025-03-11,3,847943,B005,TV,288000,12,1,1
TRX-2023-01206,Budi Hidayat,TV LG 50 inch,2025-02-09,2025-02-11,2,882497,B007,TV,451000,10,1,2
TRX-2023-01207,Lia Wijaya,TV Panasonic 43 inch,2024-10-21,2024-10-27,6,1674508,B004,TV,292000,12,1,8
TRX-2023-01208,Rian Saputra,TV LG 43 inch,2025-04-24,2025-04-27,3,822791,B005,TV,296000,12,1,1
TRX-2023-01209,Siska Wijaya,TV LG 43 inch,2023-07-16,2023-07-17,1,276983,B005,TV,287000,12,1,7
TRX-2023-01210,Siti Kusuma,TV Panasonic 75 inch,2024-01-30,2024-01-31,1,1177163,B012,TV,1221000,4,1,0
TRX-2023-01211,Yanto Lestari,TV LG 65 inch,2023-06-23,2023-06-29,6,3997735,B011,TV,733000,6,1,0
TRX-2023-01212,Eka Hidayat,TV LG 50 inch,2024-05-28,2024-06-04,7,2932005,B007,TV,463000,10,1,8
TRX-2023-01213,Siska Putri,Screen 2x3,2023-09-08,2023-09-10,2,536960,B002,Screen,287000,10,1,1
TRX-2023-01214,Agus Lestari,TV LG 43 inch,2024-09-19,2024-09-21,2,599983,B005,TV,304000,12,1,12
TRX-2023-01215,Andi Pratama,Proyektor Epson 6000 Lumens,2025-07-05,2025-07-12,7,6570146,B001,Proyektor,1003000,15,1,12
TRX-2023-01216,Dewi Kusuma,TV LG 43 inch,2023-12-28,2023-12-31,3,913338,B005,TV,315000,12,1,12
TRX-2023-01217,Siti Wijaya,TV Panasonic 43 inch,2024-02-23,2024-02-27,4,1057233,B004,TV,293000,12,1,4
TRX-2023-01218,Hadi Saputra,TV Panasonic 50 inch,2023-03-08,2023-03-12,4,1653450,B006,TV,449000,10,1,4
TRX-2023-01219,Yanto Hidayat,TV Panasonic 55 inch,2024-04-22,2024-04-23,1,532781,B008,TV,551000,8,1,2
TRX-2023-01220,Rian Pratama,Proyektor Epson 6000 Lumens,2023-08-20,2023-08-21,1,989410,B001,Proyektor,1003000,15,1,8
TRX-2023-01221,Siska Putri,TV Panasonic 43 inch,2023-09-03,2023-09-10,7,1998519,B004,TV,301000,12,1,9
TRX-2023-01222,Hadi Lestari,Proyektor Epson 6000 Lumens,2023-09-16,2023-09-23,7,7088372,B001,Proyektor,1038000,15,1,4
TRX-2023-01223,Rina Hidayat,TV Panasonic 55 inch,2024-01-24,2024-01-26,2,1044927,B008,TV,556000,8,1,8
TRX-2023-01224,Budi Wijaya,Proyektor Epson 6000 Lumens,2025-06-22,2025-06-29,7,6500796,B001,Proyektor,1021000,15,1,6
TRX-2023-01225,Doni Sari,Proyektor Epson 6000 Lumens,2023-01-06,2023-01-11,5,4690166,B001,Proyektor,1034000,15,1,14
TRX-2023-01226,Siska Putri,Screen 2x3,2024-06-10,2024-06-13,3,819010,B002,Screen,288000,10,1,0
TRX-2023-01227,Rina Ramadhan,Screen 2x3,2024-06-25,2024-07-02,7,2097044,B002,Screen,307000,10,1,2
TRX-2023-01228,Rina Santoso,TV Panasonic 43 inch,2025-05-23,2025-05-26,3,871385,B004,TV,306000,12,1,10
TRX-2023-01229,Andi Putri,TV LG 55 inch,2025-03-25,2025-03-29,4,2099175,B009,TV,564000,8,1,2
TRX-2023-01230,Maya Lestari,Proyektor Epson 6000 Lumens,2024-05-17,2024-05-23,6,5617183,B001,Proyektor,1010000,15,1,5
TRX-2023-01231,Joko Santoso,TV LG 75 inch,2023-03-10,2023-03-17,7,7407708,B013,TV,1161000,4,1,4
TRX-2023-01232,Maya Sari,TV LG 50 inch,2024-01-21,2024-01-28,7,2809657,B007,TV,442000,10,1,0
TRX-2023-01233,Budi Putri,Screen 2x3,2023-05-27,2023-06-03,7,2041433,B002,Screen,308000,10,1,6
